ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
396;0,2980;-0,0380;1704,9201;61,9318;61,9318;default broker;9921,6244;0,0000;0,0000;-360,4066;360,4066;-0,0000;COLDPOWER22;1924,4843;0,0000;0,0000;-69,9076;69,9076;-0,0000;IS3;-1328,8963;0,0000;0,0000;48,2726;-48,2726;-0,0000;TUC_TAC22;-8812,2923;-3750,0394;0,0000;320,1097;-320,1097;-0,0000
397;0,2647;-0,0465;-11900,8712;3291,4987;1158,1416;default broker;12624,3685;0,0000;0,0000;3491,6009;3491,6009;-0,0000;COLDPOWER22;-15771,4600;0,0000;0,0000;-4362,0118;-4362,0118;-0,0000;IS3;-1430,6680;0,0000;0,0000;-395,6888;-395,6888;-0,0000;TUC_TAC22;-7323,1117;7595,2091;7595,2091;-2025,3990;-2025,3990;2133,3571
398;0,1717;-0,0473;-11083,7914;2026,2012;571,5481;default broker;14460,6716;0,0000;0,0000;2643,5206;2643,5206;-0,0000;COLDPOWER22;-20236,8890;0,0000;0,0000;-3699,4570;-3699,4570;-0,0000;IS3;3718,1769;0,0000;0,0000;679,7110;679,7110;-0,0000;TUC_TAC22;-9025,7509;7817,6151;7817,6151;-1649,9758;-1649,9758;1454,6531
399;0,2302;-0,0475;-19008,3200;4737,6499;2233,8316;default broker;16654,8447;0,0000;0,0000;4151,0677;4151,0677;-0,0000;COLDPOWER22;-29023,4765;0,0000;0,0000;-7233,8361;-7233,8361;-0,0000;IS3;5047,4926;0,0000;0,0000;1258,0414;1258,0414;-0,0000;TUC_TAC22;-11687,1807;9683,4906;9683,4906;-2912,9229;-2912,9229;2503,8184
400;0,1994;-0,0464;-14225,9811;3039,2316;487,9762;default broker;19383,8894;0,0000;0,0000;4141,1646;4141,1646;-0,0000;COLDPOWER22;-26892,4086;0,0000;0,0000;-5745,2810;-5745,2810;-0,0000;IS3;5152,7279;0,0000;0,0000;1100,8263;1100,8263;-0,0000;TUC_TAC22;-11870,1899;11808,2376;11808,2376;-2535,9416;-2535,9416;2551,2554
401;0,3050;-0,0428;-33276,6394;11257,6234;6966,0383;default broker;21086,1886;0,0000;0,0000;7133,5440;7133,5440;-0,0000;COLDPOWER22;-38562,0939;0,0000;0,0000;-13045,7144;-13045,7144;-0,0000;IS3;9028,2730;0,0000;0,0000;3054,3017;3054,3017;-0,0000;TUC_TAC22;-24829,0070;11932,7375;11932,7375;-8399,7548;-8399,7548;4291,5852
402;0,2149;-0,0468;-26536,4745;6407,6095;4084,2009;default broker;22620,0311;0,0000;0,0000;5461,9285;5461,9285;-0,0000;COLDPOWER22;-40978,5110;0,0000;0,0000;-9894,8447;-9894,8447;-0,0000;IS3;9287,3760;0,0000;0,0000;2242,5691;2242,5691;-0,0000;TUC_TAC22;-17465,3705;8969,6125;8969,6125;-4217,2623;-4217,2623;2323,4085
403;0,3538;-0,0460;-34993,5276;13604,2261;9041,6897;default broker;24297,0905;0,0000;0,0000;9445,8357;9445,8357;-0,0000;COLDPOWER22;-39188,1185;0,0000;0,0000;-15234,9323;-15234,9323;-0,0000;IS3;4677,1691;0,0000;0,0000;1818,3153;1818,3153;-0,0000;TUC_TAC22;-24779,6688;11055,2720;11055,2720;-9633,4448;-9633,4448;4562,5365
404;0,2879;-0,0473;-29829,5643;9478,4565;5605,4337;default broker;25577,7071;0,0000;0,0000;8127,4128;8127,4128;-0,0000;COLDPOWER22;-43934,2749;0,0000;0,0000;-13960,2814;-13960,2814;-0,0000;IS3;5277,8180;0,0000;0,0000;1677,0466;1677,0466;-0,0000;TUC_TAC22;-16750,8145;11524,8474;11524,8474;-5322,6344;-5322,6344;3873,0228
405;0,3310;-0,0445;-18774,2779;6566,1285;3368,4621;default broker;24734,9261;0,0000;0,0000;8650,8096;8650,8096;-0,0000;COLDPOWER22;-38787,6391;0,0000;0,0000;-13565,6149;-13565,6149;-0,0000;IS3;5860,7437;0,0000;0,0000;2049,7404;2049,7404;-0,0000;TUC_TAC22;-10582,3086;8891,7124;8891,7124;-3701,0637;-3701,0637;3197,6664
406;0,4417;-0,0448;-19508,6327;8997,2514;4283,0292;default broker;24545,1852;0,0000;0,0000;11320,0759;11320,0759;-0,0000;COLDPOWER22;-33825,6789;0,0000;0,0000;-15600,1778;-15600,1778;-0,0000;IS3;3803,4972;0,0000;0,0000;1754,1476;1754,1476;-0,0000;TUC_TAC22;-14031,6362;10015,6342;10015,6342;-6471,2971;-6471,2971;4714,2222
407;0,2723;-0,0400;-6717,3696;1874,2082;0,0000;default broker;23951,9241;0,0000;0,0000;6682,8083;6682,8083;-0,0000;COLDPOWER22;-25327,6404;0,0000;0,0000;-7066,6459;-7066,6459;-0,0000;IS3;5731,5660;0,0000;0,0000;1599,1599;1599,1599;-0,0000;TUC_TAC22;-11073,2194;10492,4361;6717,3696;-3089,5306;-3089,5306;1874,2082
408;0,2798;-0,0475;-20280,3947;6086,5025;2971,0397;default broker;22559,5003;0,0000;0,0000;6770,5021;6770,5021;-0,0000;COLDPOWER22;-26410,1065;0,0000;0,0000;-7926,1366;-7926,1366;-0,0000;IS3;5601,7585;0,0000;0,0000;1681,1861;1681,1861;-0,0000;TUC_TAC22;-22031,5470;10038,2317;10038,2317;-6612,0540;-6612,0540;3115,4628
409;0,2136;-0,0372;-3621,3758;786,6489;0,0000;default broker;20052,6743;0,0000;0,0000;4355,9176;4355,9176;-0,0000;COLDPOWER22;-24010,1574;0,0000;0,0000;-5215,5770;-5215,5770;-0,0000;IS3;6349,0780;0,0000;0,0000;1379,1707;1379,1707;-0,0000;TUC_TAC22;-6012,9707;5588,3250;3621,3758;-1306,1602;-1306,1602;786,6489
410;0,2639;-0,0517;-14896,3670;4153,7908;2836,1056;default broker;18540,8970;0,0000;0,0000;5170,0530;5170,0530;-0,0000;COLDPOWER22;-30900,9204;0,0000;0,0000;-8616,5948;-8616,5948;-0,0000;IS3;6482,2601;0,0000;0,0000;1807,5516;1807,5516;-0,0000;TUC_TAC22;-9018,6038;4556,5362;4556,5362;-2514,8006;-2514,8006;1317,6852
411;0,2775;-0,0362;-13951,2341;4066,1191;3347,3776;default broker;16950,4318;0,0000;0,0000;4940,2422;4940,2422;-0,0000;COLDPOWER22;-28611,4411;0,0000;0,0000;-8338,8700;-8338,8700;-0,0000;IS3;6552,4994;0,0000;0,0000;1909,7410;1909,7410;-0,0000;TUC_TAC22;-8842,7243;2371,8364;2371,8364;-2577,2323;-2577,2323;718,7416
412;0,1660;-0,0357;6363,5889;186,6810;186,6810;default broker;15643,0038;0,0000;0,0000;-458,9001;458,9001;-0,0000;COLDPOWER22;-11605,2624;0,0000;0,0000;340,4497;-340,4497;-0,0000;IS3;6392,1718;0,0000;0,0000;-187,5195;187,5195;-0,0000;TUC_TAC22;-4066,3243;-7220,6591;0,0000;119,2889;-119,2889;-0,0000
413;0,2867;-0,0503;-27006,7240;8472,3925;7087,1156;default broker;14874,8708;0,0000;0,0000;4666,4580;4666,4580;-0,0000;COLDPOWER22;-36460,9142;0,0000;0,0000;-11438,3061;-11438,3061;-0,0000;IS3;6448,5215;0,0000;0,0000;2022,9927;2022,9927;-0,0000;TUC_TAC22;-11869,2020;4115,4316;4115,4316;-3723,5371;-3723,5371;1385,2768
414;0,3566;-0,0440;-26377,0566;10100,5054;8688,2718;default broker;12594,3762;0,0000;0,0000;4822,7354;4822,7354;-0,0000;COLDPOWER22;-28392,1622;0,0000;0,0000;-10872,1451;-10872,1451;-0,0000;IS3;6760,3921;0,0000;0,0000;2588,7413;2588,7413;-0,0000;TUC_TAC22;-17339,6627;3479,9090;3479,9090;-6639,8370;-6639,8370;1412,2335
415;0,3079;-0,0400;-38423,2780;13306,0515;11503,1727;default broker;10165,5776;0,0000;0,0000;3520,3581;3520,3581;-0,0000;COLDPOWER22;-37210,5630;0,0000;0,0000;-12886,0861;-12886,0861;-0,0000;IS3;9425,6922;0,0000;0,0000;3264,1345;3264,1345;-0,0000;TUC_TAC22;-20803,9847;4744,6621;4744,6621;-7204,4580;-7204,4580;1802,8788
416;0,3056;-0,0475;-20092,8623;6544,6895;4903,2363;default broker;8305,1122;0,0000;0,0000;2705,1587;2705,1587;-0,0000;COLDPOWER22;-32571,0692;0,0000;0,0000;-10609,1174;-10609,1174;-0,0000;IS3;22713,9234;0,0000;0,0000;7398,4270;7398,4270;-0,0000;TUC_TAC22;-18540,8288;4813,6266;4813,6266;-6039,1579;-6039,1579;1641,4531
417;0,2903;-0,0470;-21131,0053;6580,4899;4682,4953;default broker;8227,9318;0,0000;0,0000;2562,2928;2562,2928;-0,0000;COLDPOWER22;-38702,0936;0,0000;0,0000;-12052,3719;-12052,3719;-0,0000;IS3;28666,7541;0,0000;0,0000;8927,2272;8927,2272;-0,0000;TUC_TAC22;-19323,5977;5808,9546;5808,9546;-6017,6379;-6017,6379;1897,9946
418;0,2305;-0,0375;16031,8881;343,8605;-0,0000;default broker;8118,4314;0,0000;0,0000;-174,1284;174,1284;-0,0000;COLDPOWER22;-32862,3228;0,0000;0,0000;704,8486;-704,8486;-0,0000;IS3;48537,0756;0,0000;0,0000;-1041,0490;1041,0490;-0,0000;TUC_TAC22;-7761,2961;-3608,0368;0,0000;166,4684;-166,4684;-0,0000
419;0,2397;-0,0517;-13081,4568;3306,3724;2009,3429;default broker;8707,5648;0,0000;0,0000;2200,8598;2200,8598;-0,0000;COLDPOWER22;-48134,6039;0,0000;0,0000;-12166,1470;-12166,1470;-0,0000;IS3;48862,4090;0,0000;0,0000;12350,1017;12350,1017;-0,0000;TUC_TAC22;-22516,8268;4972,0909;4972,0909;-5691,1869;-5691,1869;1297,0295
420;0,2293;-0,0370;-1562,3856;360,6344;0,0000;default broker;9722,0680;0,0000;0,0000;2244,0761;2244,0761;-0,0000;COLDPOWER22;-38828,0120;0,0000;0,0000;-8962,3950;-8962,3950;-0,0000;IS3;36128,4127;0,0000;0,0000;8339,2656;8339,2656;-0,0000;TUC_TAC22;-8584,8542;5407,8949;1562,3856;-1981,5811;-1981,5811;360,6344
421;0,2178;-0,0355;-6643,0178;1491,2557;0,0000;default broker;11855,5887;0,0000;0,0000;2661,3980;2661,3980;-0,0000;COLDPOWER22;-37280,1036;0,0000;0,0000;-8368,8120;-8368,8120;-0,0000;IS3;25490,4031;0,0000;0,0000;5722,2049;5722,2049;-0,0000;TUC_TAC22;-6708,9061;6838,5578;6643,0178;-1506,0466;-1506,0466;1491,2557
422;0,2210;-0,0489;-30628,7986;7706,2485;5618,2355;default broker;13220,6268;0,0000;0,0000;3326,3282;3326,3282;-0,0000;COLDPOWER22;-37843,6911;0,0000;0,0000;-9521,5255;-9521,5255;-0,0000;IS3;25363,5584;0,0000;0,0000;6381,5067;6381,5067;-0,0000;TUC_TAC22;-31369,2927;7603,0839;7603,0839;-7892,5578;-7892,5578;2088,0130
423;0,2409;-0,0353;-10020,9651;2514,9441;369,9295;default broker;16077,1919;0,0000;0,0000;4034,8647;4034,8647;-0,0000;COLDPOWER22;-39055,1032;0,0000;0,0000;-9801,5910;-9801,5910;-0,0000;IS3;24468,7720;0,0000;0,0000;6140,8849;6140,8849;-0,0000;TUC_TAC22;-11511,8258;8495,3124;8495,3124;-2889,1028;-2889,1028;2145,0146
424;0,2054;-0,0381;-31815,3734;7548,2790;5366,7020;default broker;18274,9185;0,0000;0,0000;4335,7713;4335,7713;-0,0000;COLDPOWER22;-35577,9714;0,0000;0,0000;-8440,9651;-8440,9651;-0,0000;IS3;10824,2268;0,0000;0,0000;2568,0756;2568,0756;-0,0000;TUC_TAC22;-25336,5473;8368,1580;8368,1580;-6011,1609;-6011,1609;2181,5770
425;0,2370;-0,0475;19756,3904;548,1136;-0,0000;default broker;20584,6812;0,0000;0,0000;-571,0934;571,0934;-0,0000;COLDPOWER22;-1811,5803;0,0000;0,0000;50,2598;-50,2598;-0,0000;IS3;6455,8556;0,0000;0,0000;-179,1087;179,1087;-0,0000;TUC_TAC22;-5472,5662;-2599,6462;0,0000;151,8287;-151,8287;-0,0000
426;0,2300;-0,0475;-16228,5707;3995,9536;2019,1878;default broker;22160,2054;0,0000;0,0000;5456,4974;5456,4974;-0,0000;COLDPOWER22;-40365,0507;0,0000;0,0000;-9939,0682;-9939,0682;-0,0000;IS3;4797,7340;0,0000;0,0000;1181,3439;1181,3439;-0,0000;TUC_TAC22;-2821,4594;7761,2490;7761,2490;-694,7267;-694,7267;1976,7658
427;0,2805;-0,0496;-40789,5851;13106,5279;10094,9731;default broker;24286,5799;0,0000;0,0000;7803,7748;7803,7748;-0,0000;COLDPOWER22;-39252,4647;0,0000;0,0000;-12612,6197;-12612,6197;-0,0000;IS3;-42,5153;0,0000;0,0000;-13,6610;-13,6610;-0,0000;TUC_TAC22;-25781,1850;8517,0085;8517,0085;-8284,0220;-8284,0220;3011,5548
428;0,3056;-0,0496;-41521,9711;14415,1678;10874,7688;default broker;24472,8968;0,0000;0,0000;8496,2468;8496,2468;-0,0000;COLDPOWER22;-39372,4539;0,0000;0,0000;-13668,9207;-13668,9207;-0,0000;IS3;2,0276;0,0000;0,0000;0,7039;0,7039;-0,0000;TUC_TAC22;-26624,4416;9332,5813;9332,5813;-9243,1978;-9243,1978;3540,3990
429;0,2269;-0,0353;19800,0577;306,1572;-0,0000;default broker;24312,6505;0,0000;0,0000;-375,9330;375,9330;-0,0000;COLDPOWER22;7206,7321;0,0000;0,0000;-111,4337;111,4337;-0,0000;IS3;-9,1675;0,0000;0,0000;0,1418;-0,1418;-0,0000;TUC_TAC22;-11710,1574;-1902,5618;0,0000;181,0676;-181,0676;-0,0000
430;0,1843;-0,0354;20390,7574;305,0676;-0,0000;default broker;24255,3860;0,0000;0,0000;-362,8865;-3,3848;-0,0000;COLDPOWER22;-1299,7127;0,0000;0,0000;19,4451;-19,5205;-0,0000;IS3;10,3466;0,0000;0,0000;-0,1548;-0,0014;-0,0000;TUC_TAC22;-2575,2624;-1438,7394;-111,1611;38,5287;0,3594;0,5912
