ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;Mertacor22;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
382;0,1164;-0,0383;-21885,7691;3026,2225;2782,9402;default broker;219,3940;0,0000;0,0000;30,3364;30,3364;-0,0000;COLDPOWER22;-239,1000;0,0000;0,0000;-33,0612;-33,0612;-0,0000;Mertacor22;-6071,6700;0,0000;0,0000;-839,5512;-839,5512;-0,0000;VidyutVanika;-14239,1941;1200,0000;0,0000;-1968,9036;-1968,9036;-0,0000;IS3;-3,5365;0,0000;0,0000;-0,4890;-0,4890;-0,0000;TUC_TAC22;-1551,6626;1533,6886;1533,6886;-214,5539;-214,5539;243,2823
383;0,1081;-0,0388;-28448,4386;3883,3984;3603,3585;default broker;213,4817;0,0000;0,0000;29,1417;29,1417;-0,0000;COLDPOWER22;-235,2400;0,0000;0,0000;-32,1118;-32,1118;-0,0000;Mertacor22;-5861,4800;0,0000;0,0000;-800,1305;-800,1305;-0,0000;VidyutVanika;-20253,7721;1200,0000;0,0000;-2764,7727;-2764,7727;-0,0000;IS3;3,2061;0,0000;0,0000;0,4377;0,4377;-0,0000;TUC_TAC22;-2314,6343;1715,5159;1715,5159;-315,9628;-315,9628;280,0399
384;0,1173;-0,0366;-22538,2566;3152,7600;2864,0432;default broker;197,8213;0,0000;0,0000;27,6722;27,6722;-0,0000;COLDPOWER22;-231,8500;0,0000;0,0000;-32,4323;-32,4323;-0,0000;Mertacor22;-3371,6000;0,0000;0,0000;-471,6357;-471,6357;-0,0000;VidyutVanika;-17894,3417;1200,0000;0,0000;-2503,1468;-2503,1468;-0,0000;IS3;10,4418;0,0000;0,0000;1,4607;1,4607;-0,0000;TUC_TAC22;-1248,7280;1797,4517;1797,4517;-174,6781;-174,6781;288,7168
385;0,1001;-0,0351;-20467,5256;2467,4558;2365,7986;default broker;196,7345;0,0000;0,0000;23,7173;23,7173;-0,0000;COLDPOWER22;-233,8800;0,0000;0,0000;-28,1953;-28,1953;-0,0000;Mertacor22;-3290,0800;0,0000;0,0000;-396,6345;-396,6345;-0,0000;VidyutVanika;-22387,7067;1200,0000;0,0000;-2698,9426;-2698,9426;-0,0000;IS3;4,3351;0,0000;0,0000;0,5226;0,5226;-0,0000;TUC_TAC22;5243,0715;724,5825;724,5825;632,0767;632,0767;101,6572
386;0,1070;-0,0435;-28974,9820;3939,8727;3799,3477;default broker;183,0420;0,0000;0,0000;24,8891;24,8891;-0,0000;COLDPOWER22;3501,9100;0,0000;0,0000;476,1721;476,1721;-0,0000;Mertacor22;-15768,8559;0,0000;0,0000;-2144,1699;-2144,1699;-0,0000;VidyutVanika;-11877,5073;1200,0000;0,0000;-1615,0438;-1615,0438;-0,0000;IS3;-1410,2519;0,0000;0,0000;-191,7590;-191,7590;-0,0000;TUC_TAC22;-3603,3189;856,3706;856,3706;-489,9612;-489,9612;140,5249
387;0,1008;-0,0353;-15882,6122;1853,5890;1770,8805;default broker;191,4895;0,0000;0,0000;22,3479;22,3479;-0,0000;COLDPOWER22;-204,8300;0,0000;0,0000;-23,9048;-23,9048;-0,0000;Mertacor22;-4489,7133;0,0000;0,0000;-523,9744;-523,9744;-0,0000;VidyutVanika;-12245,0817;1200,0000;0,0000;-1429,0690;-1429,0690;-0,0000;IS3;-1371,2480;0,0000;0,0000;-160,0322;-160,0322;-0,0000;TUC_TAC22;2236,7712;626,7626;626,7626;261,0436;261,0436;82,7085
388;0,1045;-0,0358;-9079,3655;1031,0358;922,0650;default broker;187,1172;0,0000;0,0000;21,2487;21,2487;-0,0000;COLDPOWER22;-221,1400;0,0000;0,0000;-25,1122;-25,1122;-0,0000;Mertacor22;-3162,8337;0,0000;0,0000;-359,1655;-359,1655;-0,0000;VidyutVanika;-6948,3645;1200,0000;0,0000;-789,0433;-789,0433;-0,0000;IS3;-1473,7177;0,0000;0,0000;-167,3526;-167,3526;-0,0000;TUC_TAC22;2539,5733;895,0932;895,0932;288,3892;288,3892;108,9708
389;0,0980;-0,0438;-4258,2159;435,4611;209,4291;default broker;189,5808;0,0000;0,0000;19,3872;19,3872;-0,0000;COLDPOWER22;-197,9500;0,0000;0,0000;-20,2431;-20,2431;-0,0000;Mertacor22;-1775,9809;0,0000;0,0000;-181,6185;-181,6185;-0,0000;VidyutVanika;-7573,8494;1200,0000;0,0000;-774,5302;-774,5302;-0,0000;IS3;-1614,2803;0,0000;0,0000;-165,0823;-165,0823;-0,0000;TUC_TAC22;6714,2639;2165,9709;2165,9709;686,6258;686,6258;226,0320
390;0,1214;-0,0351;-4997,7839;631,5034;386,1581;default broker;188,9512;0,0000;0,0000;23,8753;23,8753;-0,0000;COLDPOWER22;5087,4900;0,0000;0,0000;642,8384;642,8384;-0,0000;Mertacor22;124,3489;0,0000;0,0000;15,7123;15,7123;-0,0000;VidyutVanika;-5829,0909;1200,0000;0,0000;-736,5446;-736,5446;-0,0000;IS3;-1585,9161;0,0000;0,0000;-200,3911;-200,3911;-0,0000;TUC_TAC22;-2983,5671;1895,1534;1895,1534;-376,9936;-376,9936;245,3453
391;0,1209;-0,0450;7372,1560;277,4365;262,7992;default broker;190,1012;0,0000;0,0000;-7,1541;6,3992;-0,0000;COLDPOWER22;4017,0400;0,0000;0,0000;-151,1733;135,2218;-0,0000;Mertacor22;2672,0446;0,0000;0,0000;-100,5571;89,9465;-0,0000;VidyutVanika;4890,0866;-476,2105;-476,2105;-184,0287;184,0287;-14,6373;IS3;-1609,2478;0,0000;0,0000;60,5609;-54,1706;-0,0000;TUC_TAC22;-2787,8686;-2124,4764;0,0000;104,9159;-93,8454;-0,0000
392;0,1396;-0,0481;22479,0892;576,8590;-0,0000;default broker;188,2042;0,0000;0,0000;-4,8297;4,8296;-0,0000;COLDPOWER22;5479,3117;0,0000;0,0000;-140,6103;140,6080;-0,0000;Mertacor22;8208,8118;0,0000;0,0000;-210,6548;210,6515;-0,0000;VidyutVanika;13200,1592;-1,4211;-1,4211;-338,7429;338,7429;-0,0045;IS3;-1723,4232;0,0000;0,0000;44,2265;-44,2258;-0,0000;TUC_TAC22;-2873,9746;-1946,6055;0,0000;73,7520;-73,7509;-0,0000
393;0,1231;-0,0452;27634,5099;484,4011;84,6746;default broker;193,3834;0,0000;0,0000;-3,3898;-0,1660;-0,0000;COLDPOWER22;6823,4600;0,0000;0,0000;-119,6074;-5,8572;-0,0000;Mertacor22;5826,9824;0,0000;0,0000;-102,1403;-5,0018;-0,0000;VidyutVanika;18082,1457;-1,4211;-1,4211;-316,9592;-104,3426;91,8217;IS3;-1780,4607;0,0000;0,0000;31,2094;-6,5254;-0,0000;TUC_TAC22;-1511,0010;-2064,7993;-2064,7993;26,4861;1,2970;108,4101
394;0,1286;-0,0475;31862,3291;499,2967;113,6137;default broker;204,5153;0,0000;0,0000;-3,2048;0,8880;-0,0000;COLDPOWER22;8466,6600;0,0000;0,0000;-132,6763;36,7638;-0,0000;Mertacor22;4467,4364;0,0000;0,0000;-70,0067;19,3984;-0,0000;VidyutVanika;19623,4985;-1,4211;-1,4211;-307,5088;-9,8985;154,4106;IS3;-1717,8620;0,0000;0,0000;26,9197;-7,4593;-0,0000;TUC_TAC22;818,0810;-1706,9412;-1706,9412;-12,8197;-1,6811;179,1125
395;0,1244;-0,0461;42478,0645;155,6417;101,4470;default broker;202,7605;0,0000;0,0000;-0,7429;0,8103;-0,0000;COLDPOWER22;6946,1700;0,0000;0,0000;-25,4511;27,7598;-0,0000;Mertacor22;6473,5392;0,0000;0,0000;-23,7194;25,8710;-0,0000;VidyutVanika;27109,0837;-1,4211;-1,4211;-99,3290;-152,7703;409,0960;IS3;-1627,6466;0,0000;0,0000;5,9638;-6,5048;-0,0000;TUC_TAC22;3374,1578;-1846,7271;-1846,7271;-12,3631;-29,8515;477,3094
396;0,1270;-0,0383;43346,8817;-218,9582;-74,1585;default broker;210,5842;0,0000;0,0000;1,0637;0,1491;-0,0000;COLDPOWER22;7612,8800;0,0000;0,0000;38,4550;5,3897;-0,0000;Mertacor22;-520,4558;0,0000;0,0000;-2,6290;-0,3685;-0,0000;VidyutVanika;35737,6548;-1,4211;-1,4211;180,5217;-291,2609;383,9081;IS3;-1882,8123;0,0000;0,0000;-9,5107;-1,3330;-0,0000;TUC_TAC22;2189,0308;-2271,8209;-2271,8209;11,0575;-28,4175;488,6302
397;0,1267;-0,0474;27110,7256;549,3924;41,4070;default broker;197,0480;0,0000;0,0000;-3,9931;-0,0846;-0,0000;COLDPOWER22;6517,3900;0,0000;0,0000;-132,0734;-2,7995;-0,0000;Mertacor22;4340,2641;0,0000;0,0000;-87,9544;-1,8643;-0,0000;VidyutVanika;18994,0951;-1,4211;-1,4211;-384,9108;-68,1880;44,0833;IS3;-2027,8569;0,0000;0,0000;41,0940;-3,7695;-0,0000;TUC_TAC22;-910,2147;-1771,1572;-1771,1572;18,4453;0,3910;53,0618
398;0,1201;-0,0470;24188,0489;551,4092;-0,0000;default broker;198,7643;0,0000;0,0000;-4,5312;-0,0025;-0,0000;COLDPOWER22;6609,7400;0,0000;0,0000;-150,6807;-0,0821;-0,0000;Mertacor22;1466,2369;0,0000;0,0000;-33,4255;-0,0182;-0,0000;VidyutVanika;14040,9901;-1,4211;-1,4211;-320,0891;-15,1683;-0,0340;IS3;3062,3637;0,0000;0,0000;-69,8120;-0,0380;-0,0000;TUC_TAC22;-1190,0461;-1155,8038;-1118,1044;27,1292;0,0148;0,3023
399;0,1111;-0,0461;16521,7578;488,5240;-0,0000;default broker;215,0984;0,0000;0,0000;-6,3601;6,3597;-0,0000;COLDPOWER22;5394,1800;0,0000;0,0000;-159,4979;159,4858;-0,0000;Mertacor22;562,4715;0,0000;0,0000;-16,6315;16,6302;-0,0000;VidyutVanika;9967,9979;-1,4211;-1,4211;-294,7390;294,7390;-0,0185;IS3;-181,7447;0,0000;0,0000;5,3739;-5,3735;-0,0000;TUC_TAC22;563,7546;-427,7926;0,0000;-16,6694;16,6681;-0,0000
400;0,1387;-0,0395;9862,4242;291,9933;-0,0000;default broker;215,9536;0,0000;0,0000;-6,3937;6,3924;-0,0000;COLDPOWER22;4152,0500;0,0000;0,0000;-122,9283;122,9046;-0,0000;Mertacor22;-956,4270;0,0000;0,0000;28,3166;-28,3111;-0,0000;VidyutVanika;5670,3923;-1,4211;-1,4211;-167,8813;167,8813;-0,0281;IS3;-958,3701;0,0000;0,0000;28,3741;-28,3687;-0,0000;TUC_TAC22;1738,8254;-792,0926;0,0000;-51,4808;51,4709;-0,0000
401;0,1191;-0,0391;8503,5889;260,0769;-0,0000;default broker;218,7697;0,0000;0,0000;-6,6909;6,6893;-0,0000;COLDPOWER22;4403,7800;0,0000;0,0000;-134,6868;134,6543;-0,0000;Mertacor22;-2730,3883;0,0000;0,0000;83,5072;-83,4870;-0,0000;VidyutVanika;7803,0360;-1,4211;-1,4211;-238,6509;238,6509;-0,0314;IS3;-1468,2793;0,0000;0,0000;44,9064;-44,8956;-0,0000;TUC_TAC22;276,6707;-1829,6870;0,0000;-8,4618;8,4598;-0,0000
402;0,1283;-0,0361;8027,9003;225,7590;-0,0000;default broker;236,9231;0,0000;0,0000;-6,6627;6,6610;-0,0000;COLDPOWER22;4238,9500;0,0000;0,0000;-119,2069;119,1767;-0,0000;Mertacor22;-4260,1269;0,0000;0,0000;119,8024;-119,7721;-0,0000;VidyutVanika;8671,3253;-1,4211;-1,4211;-243,8533;243,8533;-0,0286;IS3;-1683,4145;0,0000;0,0000;47,3406;-47,3287;-0,0000;TUC_TAC22;824,2434;-2361,5350;0,0000;-23,1792;23,1733;-0,0000
403;0,1201;-0,0363;3066,8234;101,7850;101,7422;default broker;240,4320;0,0000;0,0000;-7,9797;7,9730;-0,0000;COLDPOWER22;4148,5200;0,0000;0,0000;-137,6855;137,5697;-0,0000;Mertacor22;-5606,3467;0,0000;0,0000;186,0695;-185,9130;-0,0000;VidyutVanika;6534,0185;-1,4211;-1,4211;-216,8580;216,8580;-0,0428;IS3;-1582,3444;0,0000;0,0000;52,5166;-52,4724;-0,0000;TUC_TAC22;-667,4560;-2243,5621;0,0000;22,1522;-22,1336;-0,0000
404;0,1263;-0,0375;-3733,4191;485,3940;201,9131;default broker;227,4047;0,0000;0,0000;29,5656;29,5656;-0,0000;COLDPOWER22;177,9500;0,0000;0,0000;23,1359;23,1359;-0,0000;Mertacor22;-6389,9333;0,0000;0,0000;-830,7760;-830,7760;-0,0000;VidyutVanika;930,2953;1200,0000;0,0000;120,9507;120,9507;-0,0000;IS3;-1685,0938;0,0000;0,0000;-219,0845;-219,0845;-0,0000;TUC_TAC22;3005,9579;2154,2341;2154,2341;390,8144;390,8144;283,4809
405;0,1170;-0,0353;-7727,5314;963,6522;688,5842;default broker;223,8818;0,0000;0,0000;27,9189;27,9189;-0,0000;COLDPOWER22;240,4500;0,0000;0,0000;29,9850;29,9850;-0,0000;Mertacor22;-7644,3982;0,0000;0,0000;-953,2852;-953,2852;-0,0000;VidyutVanika;-135,9802;1200,0000;0,0000;-16,9572;-16,9572;-0,0000;IS3;-1306,1254;0,0000;0,0000;-162,8787;-162,8787;-0,0000;TUC_TAC22;894,6406;2110,7026;2110,7026;111,5650;111,5650;275,0680
406;0,1189;-0,0353;-8347,8181;1062,3969;788,2274;default broker;194,2794;0,0000;0,0000;24,7252;24,7252;-0,0000;COLDPOWER22;239,1000;0,0000;0,0000;30,4294;30,4294;-0,0000;Mertacor22;-4211,1411;0,0000;0,0000;-535,9369;-535,9369;-0,0000;VidyutVanika;-4140,3078;1200,0000;0,0000;-526,9222;-526,9222;-0,0000;IS3;-1320,7938;0,0000;0,0000;-168,0927;-168,0927;-0,0000;TUC_TAC22;891,0453;2052,7592;2052,7592;113,4001;113,4001;274,1696
407;0,0992;-0,0352;-12557,9823;1403,9371;1147,4600;default broker;192,4740;0,0000;0,0000;21,5179;21,5179;-0,0000;COLDPOWER22;235,2400;0,0000;0,0000;26,2990;26,2990;-0,0000;Mertacor22;-4670,2769;0,0000;0,0000;-522,1201;-522,1201;-0,0000;VidyutVanika;-7382,4172;1200,0000;0,0000;-825,3276;-825,3276;-0,0000;IS3;-1470,2440;0,0000;0,0000;-164,3680;-164,3680;-0,0000;TUC_TAC22;537,2418;2097,8602;2097,8602;60,0617;60,0617;256,4771
408;0,0958;-0,0350;-11266,2089;1205,7393;1027,0925;default broker;172,0635;0,0000;0,0000;18,4147;18,4147;-0,0000;COLDPOWER22;231,8500;0,0000;0,0000;24,8132;24,8132;-0,0000;Mertacor22;-3753,4540;0,0000;0,0000;-401,7045;-401,7045;-0,0000;VidyutVanika;-8148,5436;1200,0000;0,0000;-872,0786;-872,0786;-0,0000;IS3;-1271,3700;0,0000;0,0000;-136,0654;-136,0654;-0,0000;TUC_TAC22;1503,2454;1530,0499;1530,0499;160,8813;160,8813;178,6468
409;0,0959;-0,0351;-6416,6618;656,3376;587,4140;default broker;161,0098;0,0000;0,0000;16,4691;16,4691;-0,0000;COLDPOWER22;233,8800;0,0000;0,0000;23,9228;23,9228;-0,0000;Mertacor22;-2416,1109;0,0000;0,0000;-247,1354;-247,1354;-0,0000;VidyutVanika;-5548,1466;1200,0000;0,0000;-567,5002;-567,5002;-0,0000;IS3;-1044,5727;0,0000;0,0000;-106,8456;-106,8456;-0,0000;TUC_TAC22;2197,2785;637,7957;637,7957;224,7518;224,7518;68,9236
410;0,0937;-0,0353;-11351,2746;1192,3125;1089,5557;default broker;171,7054;0,0000;0,0000;18,0356;18,0356;-0,0000;COLDPOWER22;-45,9700;0,0000;0,0000;-4,8286;-4,8286;-0,0000;Mertacor22;-2085,7693;0,0000;0,0000;-219,0845;-219,0845;-0,0000;VidyutVanika;-9870,4865;1200,0000;0,0000;-1036,7739;-1036,7739;-0,0000;IS3;-1149,6629;0,0000;0,0000;-120,7580;-120,7580;-0,0000;TUC_TAC22;1628,9086;889,6745;889,6745;171,0969;171,0969;102,7568
