ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;Mertacor22;netLoad;regOffered;regUsed;baseCost;p1;p2
392;0,1349;-0,0362;-3906,0871;542,0669;542,0669;default broker;8178,0195;0,0000;0,0000;1134,9040;1134,9040;-0,0000;COLDPOWER22;10379,9788;0,0000;0,0000;1440,4807;1440,4807;-0,0000;Mertacor22;-22464,0855;0,0000;0,0000;-3117,4515;-3117,4515;-0,0000
393;0,1976;-0,0529;-25766,6771;5755,8813;5755,8813;default broker;7973,1450;0,0000;0,0000;1781,0786;1781,0786;-0,0000;COLDPOWER22;19452,8419;0,0000;0,0000;4345,4671;4345,4671;-0,0000;Mertacor22;-53192,6640;0,0000;0,0000;-11882,4270;-11882,4270;-0,0000
394;0,1422;-0,0359;11770,2319;284,0660;284,0660;default broker;8080,2985;0,0000;0,0000;-195,0121;195,0121;-0,0000;COLDPOWER22;27673,6787;0,0000;0,0000;-667,8842;667,8842;-0,0000;Mertacor22;-23983,7453;0,0000;0,0000;578,8303;-578,8303;-0,0000
395;0,1751;-0,0352;-2569,4046;456,3797;456,3797;default broker;8784,7765;0,0000;0,0000;1560,3590;1560,3590;-0,0000;COLDPOWER22;30366,9960;0,0000;0,0000;5393,8101;5393,8101;-0,0000;Mertacor22;-41721,1771;0,0000;0,0000;-7410,5488;-7410,5488;-0,0000
396;0,1300;-0,0352;12227,7230;280,6004;280,6004;default broker;9597,2549;0,0000;0,0000;-220,2367;220,2367;-0,0000;COLDPOWER22;18049,8569;0,0000;0,0000;-414,2061;414,2061;-0,0000;Mertacor22;-15419,3888;0,0000;0,0000;353,8424;-353,8424;-0,0000
397;0,1361;-0,0351;-4547,6112;639,6633;639,6633;default broker;11998,5292;0,0000;0,0000;1687,7033;1687,7033;-0,0000;COLDPOWER22;12804,5767;0,0000;0,0000;1801,0813;1801,0813;-0,0000;Mertacor22;-29350,7171;0,0000;0,0000;-4128,4479;-4128,4479;-0,0000
398;0,1635;-0,0525;-1390,0574;229,2435;229,2435;default broker;13775,1540;0,0000;0,0000;2271,7512;2271,7512;-0,0000;COLDPOWER22;13423,9698;0,0000;0,0000;2213,8351;2213,8351;-0,0000;Mertacor22;-28589,1812;0,0000;0,0000;-4714,8298;-4714,8298;-0,0000
399;0,1576;-0,0525;-7796,7140;1289,5541;1289,5541;default broker;16018,5052;0,0000;0,0000;2649,4147;2649,4147;-0,0000;COLDPOWER22;-1735,7264;0,0000;0,0000;-287,0842;-287,0842;-0,0000;Mertacor22;-22079,4928;0,0000;0,0000;-3651,8846;-3651,8846;-0,0000
400;0,2102;-0,0525;-25735,6647;6072,6701;6072,6701;default broker;17877,1629;0,0000;0,0000;4218,3527;4218,3527;-0,0000;COLDPOWER22;-5241,5082;0,0000;0,0000;-1236,8031;-1236,8031;-0,0000;Mertacor22;-38371,3194;0,0000;0,0000;-9054,2197;-9054,2197;-0,0000
401;0,1437;-0,0354;6699,4027;192,4867;192,4867;default broker;18951,9598;0,0000;0,0000;-544,5261;544,5261;-0,0000;COLDPOWER22;-13800,8752;0,0000;0,0000;396,5256;-396,5256;-0,0000;Mertacor22;1548,3180;0,0000;0,0000;-44,4861;44,4861;-0,0000
402;0,1417;-0,0358;-5828,5951;859,7706;859,7706;default broker;20211,3339;0,0000;0,0000;2981,3550;2981,3550;-0,0000;COLDPOWER22;-15669,0459;0,0000;0,0000;-2311,3263;-2311,3263;-0,0000;Mertacor22;-10370,8831;0,0000;0,0000;-1529,7993;-1529,7993;-0,0000
403;0,1291;-0,0385;-1872,6939;245,3101;245,3101;default broker;21522,5063;0,0000;0,0000;2819,3014;2819,3014;-0,0000;COLDPOWER22;-16531,2920;0,0000;0,0000;-2165,4864;-2165,4864;-0,0000;Mertacor22;-6863,9082;0,0000;0,0000;-899,1251;-899,1251;-0,0000
404;0,1512;-0,0521;1061,8540;54,1774;54,1774;default broker;22560,1715;0,0000;0,0000;-1151,0533;1151,0533;-0,0000;COLDPOWER22;-17058,6990;0,0000;0,0000;870,3601;-870,3601;-0,0000;Mertacor22;-4439,6185;0,0000;0,0000;226,5159;-226,5159;-0,0000
405;0,1278;-0,0541;48468,2889;274,9248;274,9248;default broker;22216,6008;0,0000;0,0000;-126,0184;126,0184;-0,0000;COLDPOWER22;26190,3350;0,0000;0,0000;-148,5584;148,5584;-0,0000;Mertacor22;61,3530;0,0000;0,0000;-0,3480;0,3480;-0,0000
406;0,1171;-0,0515;45167,1305;286,7406;286,7406;default broker;21993,5741;0,0000;0,0000;-139,6248;139,6248;-0,0000;COLDPOWER22;21883,2298;0,0000;0,0000;-138,9243;138,9243;-0,0000;Mertacor22;1290,3267;0,0000;0,0000;-8,1916;8,1916;-0,0000
407;0,1211;-0,0515;43197,2761;358,4473;358,4473;default broker;21386,1146;0,0000;0,0000;-177,4601;177,4601;-0,0000;COLDPOWER22;18515,2781;0,0000;0,0000;-153,6382;153,6382;-0,0000;Mertacor22;3295,8834;0,0000;0,0000;-27,3490;27,3490;-0,0000
408;0,1137;-0,0515;7101,8692;315,6395;315,6395;default broker;20067,8258;0,0000;0,0000;-891,9058;891,9058;-0,0000;COLDPOWER22;-15789,7688;0,0000;0,0000;701,7694;-701,7694;-0,0000;Mertacor22;2823,8122;0,0000;0,0000;-125,5031;125,5031;-0,0000
409;0,1067;-0,0483;38537,6528;376,6422;376,6422;default broker;18616,7935;0,0000;0,0000;-181,9486;181,9486;-0,0000;COLDPOWER22;16723,4558;0,0000;0,0000;-163,4443;163,4443;-0,0000;Mertacor22;3197,4036;0,0000;0,0000;-31,2494;31,2494;-0,0000
410;0,1156;-0,0514;24727,0123;659,1462;659,1462;default broker;17667,1219;0,0000;0,0000;-470,9512;470,9512;-0,0000;COLDPOWER22;6140,8269;0,0000;0,0000;-163,6956;163,6956;-0,0000;Mertacor22;919,0635;0,0000;0,0000;-24,4994;24,4994;-0,0000
411;0,1121;-0,0515;25718,9059;663,8913;663,8913;default broker;16713,9493;0,0000;0,0000;-431,4431;431,4431;-0,0000;COLDPOWER22;9728,9442;0,0000;0,0000;-251,1367;251,1367;-0,0000;Mertacor22;-723,9877;0,0000;0,0000;18,6886;-18,6886;-0,0000
412;0,1087;-0,0485;-1978,2688;219,0236;219,0236;default broker;15610,0522;0,0000;0,0000;1728,2637;1728,2637;-0,0000;COLDPOWER22;-13016,9895;0,0000;0,0000;-1441,1733;-1441,1733;-0,0000;Mertacor22;-4571,3315;0,0000;0,0000;-506,1140;-506,1140;-0,0000
413;0,1247;-0,0453;-108,5159;13,5397;13,5397;default broker;15047,1975;0,0000;0,0000;1877,4578;1877,4578;-0,0000;COLDPOWER22;-12389,7303;0,0000;0,0000;-1545,8822;-1545,8822;-0,0000;Mertacor22;-2765,9831;0,0000;0,0000;-345,1152;-345,1152;-0,0000
414;0,1355;-0,0354;-4884,0162;685,6411;685,6411;default broker;12644,1062;0,0000;0,0000;1775,0390;1775,0390;-0,0000;COLDPOWER22;-8895,7007;0,0000;0,0000;-1248,8202;-1248,8202;-0,0000;Mertacor22;-8632,4217;0,0000;0,0000;-1211,8599;-1211,8599;-0,0000
415;0,1375;-0,0409;-2284,0961;319,2283;319,2283;default broker;10184,2645;0,0000;0,0000;1423,3664;1423,3664;-0,0000;COLDPOWER22;-455,6087;0,0000;0,0000;-63,6765;-63,6765;-0,0000;Mertacor22;-12012,7520;0,0000;0,0000;-1678,9182;-1678,9182;-0,0000
416;0,1551;-0,0529;-5490,7037;881,9930;881,9930;default broker;8543,4903;0,0000;0,0000;1372,3739;1372,3739;-0,0000;COLDPOWER22;6471,0645;0,0000;0,0000;1039,4721;1039,4721;-0,0000;Mertacor22;-20505,2585;0,0000;0,0000;-3293,8390;-3293,8390;-0,0000
417;0,1525;-0,0579;4449,3405;237,9322;237,9322;default broker;8202,7244;0,0000;0,0000;-438,6476;438,6476;-0,0000;COLDPOWER22;19599,0323;0,0000;0,0000;-1048,0748;1048,0748;-0,0000;Mertacor22;-23352,4162;0,0000;0,0000;1248,7901;-1248,7901;-0,0000
418;0,1302;-0,0373;5961,7587;186,6267;186,6267;default broker;8319,9260;0,0000;0,0000;-260,4466;260,4466;-0,0000;COLDPOWER22;13736,8953;0,0000;0,0000;-430,0192;430,0192;-0,0000;Mertacor22;-16095,0626;0,0000;0,0000;503,8392;-503,8392;-0,0000
419;0,2225;-0,0563;-59611,2584;16814,3600;16814,3600;default broker;8844,6411;0,0000;0,0000;2494,7801;2494,7801;-0,0000;COLDPOWER22;6298,9238;0,0000;0,0000;1776,7176;1776,7176;-0,0000;Mertacor22;-74754,8233;0,0000;0,0000;-21085,8576;-21085,8576;-0,0000
420;0,1477;-0,0357;-3988,9077;605,0488;605,0488;default broker;9429,8352;0,0000;0,0000;1430,3441;1430,3441;-0,0000;COLDPOWER22;6254,2319;0,0000;0,0000;948,6596;948,6596;-0,0000;Mertacor22;-19672,9749;0,0000;0,0000;-2984,0526;-2984,0526;-0,0000
421;0,1710;-0,0390;-9318,6416;1680,4616;1680,4616;default broker;11507,7828;0,0000;0,0000;2075,2367;2075,2367;-0,0000;COLDPOWER22;4658,6101;0,0000;0,0000;840,1026;840,1026;-0,0000;Mertacor22;-25485,0344;0,0000;0,0000;-4595,8010;-4595,8010;-0,0000
422;0,1281;-0,0423;7051,9884;248,5252;248,5252;default broker;13462,0183;0,0000;0,0000;-474,4266;474,4266;-0,0000;COLDPOWER22;5334,9511;0,0000;0,0000;-188,0136;188,0136;-0,0000;Mertacor22;-11744,9810;0,0000;0,0000;413,9150;-413,9150;-0,0000
423;0,1906;-0,0500;-23564,2572;5045,6573;5045,6573;default broker;16152,5850;0,0000;0,0000;3458,6453;3458,6453;-0,0000;COLDPOWER22;-5543,2647;0,0000;0,0000;-1186,9423;-1186,9423;-0,0000;Mertacor22;-34173,5775;0,0000;0,0000;-7317,3603;-7317,3603;-0,0000
424;0,1356;-0,0511;28204,0159;645,3480;645,3480;default broker;18154,0025;0,0000;0,0000;-415,3894;415,3894;-0,0000;COLDPOWER22;10455,0650;0,0000;0,0000;-239,2268;239,2268;-0,0000;Mertacor22;-405,0517;0,0000;0,0000;9,2682;-9,2682;-0,0000
425;0,2303;-0,0579;-40217,0806;10878,5395;10878,5395;default broker;18889,6727;0,0000;0,0000;5109,5715;5109,5715;-0,0000;COLDPOWER22;-15542,3200;0,0000;0,0000;-4204,1277;-4204,1277;-0,0000;Mertacor22;-43564,4333;0,0000;0,0000;-11783,9833;-11783,9833;-0,0000
426;0,1408;-0,0478;7591,4767;304,9532;304,9532;default broker;20064,3244;0,0000;0,0000;-805,9935;805,9935;-0,0000;COLDPOWER22;-11633,7654;0,0000;0,0000;467,3339;-467,3339;-0,0000;Mertacor22;-839,0823;0,0000;0,0000;33,7063;-33,7063;-0,0000
427;0,1428;-0,0527;2511,3717;126,0622;126,0622;default broker;21339,1802;0,0000;0,0000;-1071,1537;1071,1537;-0,0000;COLDPOWER22;-11408,5426;0,0000;0,0000;572,6697;-572,6697;-0,0000;Mertacor22;-7419,2659;0,0000;0,0000;372,4217;-372,4217;-0,0000
428;0,1301;-0,0548;40895,5162;568,2587;568,2587;default broker;21687,2340;0,0000;0,0000;-301,3523;301,3523;-0,0000;COLDPOWER22;35660,2318;0,0000;0,0000;-495,5124;495,5124;-0,0000;Mertacor22;-16451,9496;0,0000;0,0000;228,6061;-228,6061;-0,0000
429;0,1269;-0,0515;48176,8356;158,5513;158,5513;default broker;21474,5072;0,0000;0,0000;-70,6732;70,6732;-0,0000;COLDPOWER22;38708,3646;0,0000;0,0000;-127,3903;127,3903;-0,0000;Mertacor22;-12006,0361;0,0000;0,0000;39,5122;-39,5122;-0,0000
430;0,1103;-0,0351;41405,7119;-262,2539;-262,2539;default broker;21496,3620;0,0000;0,0000;136,1528;-136,1528;-0,0000;COLDPOWER22;33236,0250;0,0000;0,0000;210,5091;-210,5091;-0,0000;Mertacor22;-13326,6751;0,0000;0,0000;-84,4080;84,4080;-0,0000
431;0,1143;-0,0357;40485,0376;-192,1612;-192,1612;default broker;21046,3168;0,0000;0,0000;99,8958;-99,8958;-0,0000;COLDPOWER22;28026,2361;0,0000;0,0000;133,0258;-133,0258;-0,0000;Mertacor22;-8587,5153;0,0000;0,0000;-40,7604;40,7604;-0,0000
432;0,1013;-0,0483;37987,2611;391,9113;391,9113;default broker;20127,3863;0,0000;0,0000;-207,6525;207,6525;-0,0000;COLDPOWER22;26244,0729;0,0000;0,0000;-270,7578;270,7578;-0,0000;Mertacor22;-8384,1981;0,0000;0,0000;86,4990;-86,4990;-0,0000
433;0,1083;-0,0484;36418,5777;436,0416;436,0416;default broker;18364,1304;0,0000;0,0000;-219,8747;219,8747;-0,0000;COLDPOWER22;26049,5184;0,0000;0,0000;-311,8923;311,8923;-0,0000;Mertacor22;-7995,0711;0,0000;0,0000;95,7254;-95,7254;-0,0000
434;0,1027;-0,0485;32100,0516;525,1715;525,1715;default broker;17581,3047;0,0000;0,0000;-287,6382;287,6382;-0,0000;COLDPOWER22;19325,4771;0,0000;0,0000;-316,1736;316,1736;-0,0000;Mertacor22;-4806,7302;0,0000;0,0000;78,6403;-78,6403;-0,0000
435;0,1097;-0,0467;35697,2759;391,4011;391,4011;default broker;16542,3356;0,0000;0,0000;-181,3777;181,3777;-0,0000;COLDPOWER22;15682,5118;0,0000;0,0000;-171,9502;171,9502;-0,0000;Mertacor22;3472,4285;0,0000;0,0000;-38,0733;38,0733;-0,0000
436;0,1156;-0,0363;14547,4171;316,9100;316,9100;default broker;15388,9891;0,0000;0,0000;-335,2433;335,2433;-0,0000;COLDPOWER22;-2221,7607;0,0000;0,0000;48,4002;-48,4002;-0,0000;Mertacor22;1380,1887;0,0000;0,0000;-30,0669;30,0669;-0,0000
437;0,1146;-0,0359;30996,1459;152,2159;152,2159;default broker;14403,6856;0,0000;0,0000;-70,7336;70,7336;-0,0000;COLDPOWER22;20642,5161;0,0000;0,0000;-101,3713;101,3713;-0,0000;Mertacor22;-4050,0558;0,0000;0,0000;19,8890;-19,8890;-0,0000
438;0,1251;-0,0363;2604,3101;87,8054;87,8054;default broker;12095,4241;0,0000;0,0000;-407,8021;407,8021;-0,0000;COLDPOWER22;-1477,5668;0,0000;0,0000;49,8168;-49,8168;-0,0000;Mertacor22;-8013,5472;0,0000;0,0000;270,1800;-270,1800;-0,0000
439;0,1449;-0,0351;-768,6842;111,9413;111,9413;default broker;9865,1067;0,0000;0,0000;1436,6271;1436,6271;-0,0000;COLDPOWER22;-433,3099;0,0000;0,0000;-63,1017;-63,1017;-0,0000;Mertacor22;-10200,4810;0,0000;0,0000;-1485,4666;-1485,4666;-0,0000
440;0,1306;-0,0352;8114,4217;220,0475;220,0475;default broker;8285,8555;0,0000;0,0000;-224,6965;224,6965;-0,0000;COLDPOWER22;11000,7490;0,0000;0,0000;-298,3192;298,3192;-0,0000;Mertacor22;-11172,1828;0,0000;0,0000;302,9682;-302,9682;-0,0000
441;0,1389;-0,0367;11067,6105;283,9793;283,9793;default broker;7996,3013;0,0000;0,0000;-205,1739;205,1739;-0,0000;COLDPOWER22;21675,4870;0,0000;0,0000;-556,1625;556,1625;-0,0000;Mertacor22;-18604,1778;0,0000;0,0000;477,3571;-477,3571;-0,0000
442;0,1342;-0,0353;-8143,6613;1159,1063;1159,1063;default broker;8386,6949;0,0000;0,0000;1193,6978;1193,6978;-0,0000;COLDPOWER22;-8877,2101;0,0000;0,0000;-1263,5140;-1263,5140;-0,0000;Mertacor22;-7653,1460;0,0000;0,0000;-1089,2901;-1089,2901;-0,0000
443;0,2019;-0,0364;-1489,0928;302,8425;302,8425;default broker;8633,7896;0,0000;0,0000;1755,8869;1755,8869;-0,0000;COLDPOWER22;26927,1510;0,0000;0,0000;5476,2779;5476,2779;-0,0000;Mertacor22;-37050,0334;0,0000;0,0000;-7535,0073;-7535,0073;-0,0000
444;0,2073;-0,0364;13490,1056;309,1394;309,1394;default broker;9631,5499;0,0000;0,0000;-220,7167;220,7167;-0,0000;COLDPOWER22;35325,1859;0,0000;0,0000;-809,5123;809,5123;-0,0000;Mertacor22;-31466,6302;0,0000;0,0000;721,0896;-721,0896;-0,0000
445;0,1381;-0,0371;14688,2157;329,7935;329,7935;default broker;11509,3499;0,0000;0,0000;-258,4186;258,4186;-0,0000;COLDPOWER22;25996,3324;0,0000;0,0000;-583,6938;583,6938;-0,0000;Mertacor22;-22817,4666;0,0000;0,0000;512,3190;-512,3190;-0,0000
446;0,2080;-0,0525;-13621,3656;3019,1890;3019,1890;default broker;13282,1110;0,0000;0,0000;2943,9929;2943,9929;-0,0000;COLDPOWER22;10369,0905;0,0000;0,0000;2298,3191;2298,3191;-0,0000;Mertacor22;-37272,5670;0,0000;0,0000;-8261,5010;-8261,5010;-0,0000
447;0,1397;-0,0361;7380,1978;212,1992;212,1992;default broker;15714,3513;0,0000;0,0000;-451,8270;451,8270;-0,0000;COLDPOWER22;19072,2266;0,0000;0,0000;-548,3743;548,3743;-0,0000;Mertacor22;-27406,3802;0,0000;0,0000;788,0021;-788,0021;-0,0000
448;0,1329;-0,0363;16320,8658;325,9676;325,9676;default broker;17340,2063;0,0000;0,0000;-346,3264;346,3264;-0,0000;COLDPOWER22;6905,1315;0,0000;0,0000;-137,9124;137,9124;-0,0000;Mertacor22;-7924,4721;0,0000;0,0000;158,2711;-158,2711;-0,0000
449;0,1372;-0,0362;33557,1510;88,2476;88,2476;default broker;18367,6609;0,0000;0,0000;-48,3027;48,3027;-0,0000;COLDPOWER22;21386,7507;0,0000;0,0000;-56,2422;56,2422;-0,0000;Mertacor22;-6197,2606;0,0000;0,0000;16,2974;-16,2974;-0,0000
450;0,1376;-0,0521;-1511,1478;210,2745;210,2745;default broker;19068,0597;0,0000;0,0000;2653,2991;2653,2991;-0,0000;COLDPOWER22;-2418,2736;0,0000;0,0000;-336,5001;-336,5001;-0,0000;Mertacor22;-18160,9340;0,0000;0,0000;-2527,0735;-2527,0735;-0,0000
